Abstract ID	591	1307	388	301	1528	
591	1.0	0.180387	0.267075	0.284131	0.393938	
1307	0.180387	1.0	0.286663	0.277988	0.43876	
388	0.267075	0.286663	1.0	0.451589	0.52087	
301	0.284131	0.277988	0.451589	1.0	0.556492	
1528	0.393939	0.43876	0.52087	0.556492	1.0	
