Abstract ID	432	1393	10	1113	467	
432	1.0	0.42484	0.547403	0.629501	0.417802	
1393	0.42484	1.0	0.619302	0.408314	0.440503	
10	0.547403	0.619302	1.0	0.576411	0.557807	
1113	0.629501	0.408314	0.576411	1.0	0.473616	
467	0.417802	0.440503	0.557807	0.473616	1.0	
