Abstract ID	26	1235	144	109	1197	
26	1.0	0.0760773	0.403968	0.389514	0.266857	
1235	0.0760773	1.0	0.171649	0.035662	0.0340467	
144	0.403968	0.171649	1.0	0.352044	0.274995	
109	0.389514	0.035662	0.352044	1.0	0.495707	
1197	0.266857	0.0340467	0.274995	0.495707	1.0	
