Abstract ID	916	605	614	706	1226	
916	1.0	0.541706	0.393439	0.158048	0.394493	
605	0.541706	1.0	0.510275	0.181655	0.421203	
614	0.393439	0.510275	1.0	0.142113	0.302983	
706	0.158048	0.181655	0.142113	1.0	0.474343	
1226	0.394493	0.421203	0.302983	0.474343	1.0	
