Abstract ID	715	491	369	496	645	
715	1.0	0.226453	0.0147167	0.143581	0.240357	
491	0.226453	1.0	0.109763	0.688983	0.378062	
369	0.0147167	0.109763	1.0	0.056711	0.0512344	
496	0.14358	0.688983	0.056711	1.0	0.327646	
645	0.240357	0.378062	0.0512344	0.327646	1.0	
