Abstract ID	384	271	763	520	204	
384	1.0	0.000600455	0.033206	0.0443008	0.464289	
271	0.000600449	1.0	0.110983	0.403019	0.266902	
763	0.033206	0.110983	1.0	0.0587707	0.208869	
520	0.0443008	0.403019	0.0587707	1.0	0.288041	
204	0.464289	0.266902	0.208869	0.288041	1.0	
