Abstract ID	81	721	1034	902	789	
81	1.0	0.455925	0.338149	0.187607	0.0844452	
721	0.455925	1.0	0.235133	0.017289	-0.00945905	
1034	0.338149	0.235133	1.0	0.108189	0.277086	
902	0.187607	0.0172891	0.108189	1.0	0.400544	
789	0.0844452	-0.00945906	0.277086	0.400544	1.0	
