Abstract ID	42	1342	748	154	1400	
42	1.0	0.208676	0.220136	0.197944	0.224923	
1342	0.208676	1.0	0.237816	0.155821	0.077135	
748	0.220136	0.237816	1.0	0.202512	0.0799014	
154	0.197944	0.155821	0.202512	1.0	0.0767825	
1400	0.224923	0.077135	0.0799014	0.0767825	1.0	
