Abstract ID	981	929	240	1032	54	
981	1.0	0.470949	0.0440754	0.675452	0.236902	
929	0.470949	1.0	0.0279626	0.731123	0.425146	
240	0.0440754	0.0279626	1.0	0.0320652	0.109957	
1032	0.675452	0.731123	0.0320652	1.0	0.399551	
54	0.236902	0.425146	0.109957	0.399551	1.0	
